mc-1	03	0	100	.0378	.0275	.0653
mc-1	02	0	100	.0592	.0658	.0757
mc-1	04	0	100	.027	.0377	.0404
mc-1	07	0	100	.058	.0942	.087
mc-1	01	0	100	.0501	.039	.0696
mc-1	05	0	100	.0505	.0611	.0674
mc-1	06	0	100	.0467	.0407	.0691
mc-1	10	0	100	.0703	.0658	.0998
mc-1	08	0	100	.0571	.0505	.0637
mc-1	09	0	100	.0176	.0264	.0463
mc-1	03	1	100	.0405	.0202	.0809
mc-1	04	1	100	.0466	.0488	.0687
mc-1	02	1	100	.042	.0483	.0672
mc-1	07	1	100	.0844	.0719	.0719
mc-1	05	1	100	.0348	.0557	.0418
mc-1	01	1	100	.0341	.0366	.061
mc-1	06	1	100	.0294	.0357	.0756
mc-1	10	1	100	.0524	.0576	.0916
mc-1	09	1	100	.0335	.0307	.0559
mc-1	08	1	100	.0311	.0311	.0556
mc-1	03	10	100	.0301	.0324	.0671
mc-1	04	10	100	.0441	.0468	.0744
mc-1	02	10	100	.0479	.0479	.0854
mc-1	07	10	100	.0661	.0826	.095
mc-1	05	10	100	.0356	.0379	.0713
mc-1	01	10	100	.0439	.0351	.0746
mc-1	06	10	100	.0336	.036	.0671
mc-1	09	10	100	.0237	.0237	.0388
mc-1	10	10	100	.0449	.0528	.0765
mc-1	08	10	100	.0365	.0426	.0669
mc-1	06	11	100	.05	.0289	.0684
mc-1	05	11	100	.031	.031	.0588
mc-1	03	11	100	.0446	.0312	.0737
mc-1	01	11	100	.0359	.0261	.0752
mc-1	04	11	100	.0479	.0697	.0675
mc-1	02	11	100	.0487	.0516	.0688
mc-1	07	11	100	.0594	.0764	.0658
mc-1	08	11	100	.0464	.0437	.0683
mc-1	10	11	100	.0686	.0844	.0923
mc-1	09	11	100	.0406	.0427	.0641
mc-1	05	12	100	.0315	.0287	.043
mc-1	03	12	100	.0488	.0531	.0701
mc-1	06	12	100	.0444	.0422	.0733
mc-1	07	12	100	.0774	.071	.0806
mc-1	01	12	100	.0371	.0328	.0721
mc-1	10	12	100	.035	.0292	.07
mc-1	04	12	100	.0367	.0571	.0571
mc-1	09	12	100	.0296	.0272	.0617
mc-1	02	12	100	.049	.0449	.0918
mc-1	08	12	100	.0448	.0468	.0916
mc-1	05	13	100	.0407	.0378	.061
mc-1	10	13	100	.0813	.0848	.1237
mc-1	06	13	100	.0362	.0339	.0701
mc-1	01	13	100	.05	.0526	.0789
mc-1	04	13	100	.0402	.0697	.0804
mc-1	07	13	100	.0751	.0687	.0687
mc-1	03	13	100	.0502	.0568	.0786
mc-1	08	13	100	.024	.0359	.0778
mc-1	09	13	100	.0416	.039	.0468
mc-1	02	13	100	.0457	.0437	.0707
mc-1	10	14	100	.0576	.0677	.0977
mc-1	05	14	100	.0426	.0365	.0629
mc-1	03	14	100	.0547	.0495	.0729
mc-1	04	14	100	.044	.0535	.0472
mc-1	07	14	100	.0577	.0852	.0879
mc-1	01	14	100	.0423	.0443	.0765
mc-1	06	14	100	.0441	.0501	.0782
mc-1	02	14	100	.0417	.05	.075
mc-1	09	14	100	.0462	.0462	.0489
mc-1	08	14	100	.0444	.0423	.0655
mc-1	05	15	100	.0425	.0425	.0684
mc-1	03	15	100	.0503	.0355	.0858
mc-1	10	15	100	.0781	.0479	.0856
mc-1	02	15	100	.0572	.0438	.0808
mc-1	04	15	100	.0336	.038	.0694
mc-1	07	15	100	.0694	.0759	.0846
mc-1	06	15	100	.0573	.0701	.0892
mc-1	01	15	100	.0608	.0541	.0766
mc-1	09	15	100	.0378	.0311	.0644
mc-1	08	15	100	.0437	.0458	.0708
mc-1	05	16	100	.0313	.0313	.0484
mc-1	04	16	100	.0426	.0547	.0578
mc-1	07	16	100	.0727	.0667	.0636
mc-1	10	16	100	.0537	.0384	.0767
mc-1	03	16	100	.0601	.0433	.0625
mc-1	06	16	100	.0389	.0365	.0754
mc-1	02	16	100	.0318	.0273	.0682
mc-1	01	16	100	.0368	.0343	.0466
mc-1	09	16	100	.0354	.0354	.0563
mc-1	08	16	100	.0589	.0549	.0833
mc-1	05	17	100	.0315	.0315	.0629
mc-1	03	17	100	.0353	.0382	.0853
mc-1	04	17	100	.0346	.037	.0642
mc-1	02	17	100	.0548	.0548	.0968
mc-1	06	17	100	.0533	.0355	.0769
mc-1	10	17	100	.0997	.094	.1197
mc-1	09	17	100	.0252	.028	.0616
mc-1	07	17	100	.0764	.0831	.0809
mc-1	01	17	100	.0437	.0415	.0786
mc-1	08	17	100	.055	.0571	.0825
mc-1	02	18	100	.0414	.0446	.0892
mc-1	09	18	100	.0281	.0421	.0618
mc-1	04	18	100	.0541	.0418	.0639
mc-1	05	18	100	.0445	.0424	.0911
mc-1	06	18	100	.0323	.0403	.0645
mc-1	10	18	100	.0724	.0702	.0811
mc-1	03	18	100	.0329	.0431	.0719
mc-1	01	18	100	.0347	.0312	.0556
mc-1	07	18	100	.0613	.0731	.0708
mc-1	08	18	100	.0884	.0419	.0674
mc-1	02	19	100	.0427	.0385	.0705
mc-1	09	19	100	.026	.028	.058
mc-1	04	19	100	.0492	.0437	.0519
mc-1	10	19	100	.0541	.0595	.0919
mc-1	03	19	100	.0286	.02	.0857
mc-1	01	19	100	.0475	.0415	.0712
mc-1	05	19	100	.0474	.0495	.0619
mc-1	06	19	100	.0524	.0546	.1026
mc-1	07	19	100	.0669	.09	.0858
mc-1	08	19	100	.0703	.0568	.0676
mc-1	02	2	100	.0375	.0461	.0951
mc-1	09	2	100	.0552	.0378	.064
mc-1	04	2	100	.046	.0397	.0607
mc-1	10	2	100	.0536	.0536	.0751
mc-1	01	2	100	.0383	.0485	.0663
mc-1	05	2	100	.0377	.044	.065
mc-1	06	2	100	.0622	.0576	.0853
mc-1	03	2	100	.0822	.0661	.0762
mc-1	08	2	100	.0368	.0435	.0836
mc-1	07	2	100	.0573	.0955	.0934
mc-1	02	20	100	.0133	.0222	.0489
mc-1	04	20	100	.0329	.037	.0658
mc-1	09	20	100	.0399	.0426	.0585
mc-1	10	20	100	.0481	.0588	.0989
mc-1	05	20	100	.0353	.0299	.0625
mc-1	06	20	100	.0564	.0451	.1053
mc-1	01	20	100	.0321	.0428	.0802
mc-1	08	20	100	.067	.055	.1005
mc-1	03	20	100	.0561	.0461	.0782
mc-1	07	20	100	.0717	.1075	.1173
mc-1	02	21	100	.0587	.0497	.0722
mc-1	10	21	100	.0499	.0651	.0846
mc-1	09	21	100	.021	.0327	.0561
mc-1	04	21	100	.0411	.0643	.0566
mc-1	01	21	100	.0406	.0325	.073
mc-1	06	21	100	.0458	.0279	.0757
mc-1	07	21	100	.0438	.062	.0693
mc-1	03	21	100	.0548	.0548	.0662
mc-1	05	21	100	.0429	.0468	.0799
mc-1	08	21	100	.0413	.0372	.0702
mc-1	02	22	100	.0322	.0463	.0785
mc-1	10	22	100	.0802	.1032	.1203
mc-1	09	22	100	.0423	.0312	.0735
mc-1	04	22	100	.0393	.0467	.0934
mc-1	07	22	100	.0601	.0783	.0679
mc-1	06	22	100	.0485	.0512	.0836
mc-1	01	22	100	.0592	.0698	.0803
mc-1	03	22	100	.0326	.0351	.0677
mc-1	05	22	100	.0444	.0356	.0622
mc-1	08	22	100	.0615	.0659	.0615
mc-1	02	23	100	.0337	.0337	.0562
mc-1	01	23	100	.0399	.0324	.0698
mc-1	10	23	100	.0855	.0736	.0903
mc-1	06	23	100	.0374	.0242	.0529
mc-1	05	23	100	.0498	.0403	.0758
mc-1	04	23	100	.0415	.0537	.0756
mc-1	08	23	100	.0351	.0445	.0656
mc-1	09	23	100	.0382	.0322	.0604
mc-1	03	23	100	.0361	.0401	.0681
mc-1	07	23	100	.0772	.0915	.0894
mc-1	02	24	100	.0396	.0373	.0746
mc-1	01	24	100	.0431	.0388	.0819
mc-1	05	24	100	.0244	.0407	.0772
mc-1	09	24	100	.0303	0	.0606
mc-1	08	24	100	.0234	.0234	.0561
mc-1	06	3	100	.0388	.0457	.0662
mc-1	04	24	100	.0429	.0543	.0657
mc-1	10	24	100	.0634	.0772	.0832
mc-1	07	24	100	.0462	.0434	.0636
mc-1	03	3	100	.0556	.0509	.0856
mc-1	02	3	100	.0373	.0436	.0788
mc-1	10	25	100	.037	.037	.0741
mc-1	01	3	100	.0333	.0282	.0487
mc-1	05	3	100	.0437	.0328	.0764
mc-1	06	4	100	.0479	.0509	.0749
mc-1	09	3	100	.0329	.0349	.0595
mc-1	03	4	100	.0486	.0451	.0799
mc-1	08	3	100	.0381	.0448	.0762
mc-1	07	3	100	.0702	.0815	.073
mc-1	04	3	100	.0473	.0597	.0823
mc-1	02	4	100	.0433	.0248	.0681
mc-1	10	3	100	.0768	.0545	.0848
mc-1	01	4	100	.0376	.0493	.0845
mc-1	05	4	100	.0572	.0549	.0915
mc-1	03	5	100	.0384	.046	.0767
mc-1	09	4	100	.05	.0425	.075
mc-1	08	4	100	.0453	.0373	.0853
mc-1	06	5	100	.0342	.0319	.0797
mc-1	07	4	100	.0455	.0576	.0697
mc-1	04	4	100	.0435	.0362	.07
mc-1	02	5	100	.0315	.0382	.0719
mc-1	10	4	100	.0605	.0628	.0852
mc-1	01	5	100	.0742	.0581	.0935
mc-1	05	5	100	.0326	.0303	.0886
mc-1	09	5	100	.0298	.0244	.0434
mc-1	08	5	100	.0508	.0561	.0802
mc-1	03	6	100	.0372	.0481	.0919
mc-1	04	5	100	.0353	.0353	.0417
mc-1	06	6	100	.0402	.0382	.0763
mc-1	07	5	100	.0528	.065	.1016
mc-1	02	6	100	.0365	.0395	.0699
mc-1	10	5	100	.0591	.0457	.0672
mc-1	01	6	100	.0421	.047	.0891
mc-1	05	6	100	.0411	.0475	.0728
mc-1	09	6	100	.0229	.0275	.0526
mc-1	08	6	100	.0474	.0427	.0853
mc-1	06	7	100	.067	.0647	.0762
mc-1	03	7	100	.06	.046	.09
mc-1	04	6	100	.0414	.0588	.0741
mc-1	07	6	100	.0576	.0704	.0746
mc-1	02	7	100	.0499	.0477	.0586
mc-1	10	6	100	.0298	.0397	.0596
mc-1	05	7	100	.0424	.036	.0572
mc-1	01	7	100	.0339	.0339	.0697
mc-1	09	7	100	.029	.0317	.0554
mc-1	08	7	100	.0288	.0173	.0807
mc-1	03	8	100	.0539	.0472	.0674
mc-1	06	8	100	.0469	.0296	.0864
mc-1	04	7	100	.024	.024	.0987
mc-1	07	7	100	.0559	.0592	.0691
mc-1	02	8	100	.0485	.0485	.0593
mc-1	10	7	100	.0755	.0694	.1143
mc-1	01	8	100	.0414	.0341	.1046
mc-1	09	8	100	.0429	.0456	.0777
mc-1	05	8	100	.0308	.0385	.0641
mc-1	08	8	100	.0495	.0526	.1115
mc-1	03	9	100	.0392	.0327	.0654
mc-1	04	8	100	.0351	.057	.068
mc-1	07	8	100	.0702	.0785	.0702
mc-1	06	9	100	.0587	.0474	.0858
mc-1	02	9	100	.0324	.036	.0719
mc-1	10	8	100	.0481	.0557	.0709
mc-1	05	9	100	.0393	.0337	.059
mc-1	01	9	100	.0414	.0479	.0871
mc-1	09	9	100	.0529	.0463	.0595
mc-1	08	9	100	.0551	.0609	.1043
mc-1	04	9	100	.0369	.059	.0849
mc-1	07	9	100	.0655	.0806	.0982
mc-1	10	9	100	.0558	.0584	.0787
mc-2	02	0	100	.0775		.1021
mc-2	01	0	100	.0706		.0852
mc-2	08	0	100	.0775		.1
mc-2	07	0	100	.0549		.0823
mc-2	06	0	100	.0495		.0817
mc-2	05	0	100	.0845	.0822	.1009
mc-2	03	0	100	.0714	.1017	.0952
mc-2	09	0	100	.0488	.0537	.1024
mc-2	10	0	100	.0575	.0639	.0863
mc-2	04	0	100	.0484	.0737	.0674
mc-2	02	1	100	.0924		.1033
mc-2	08	1	100	.0544		.1032
mc-2	07	1	100	.0511		.083
mc-2	01	1	100	.0566		.0871
mc-2	06	1	100	.066		.1
mc-2	03	1	100	.0552	.0669	.0988
mc-2	05	1	100	.0895	.0984	.0962
mc-2	10	1	100	.0671	.1037	.0894
mc-2	02	10	100	.0726		.0823
mc-2	08	10	100	.0686		.0758
mc-2	09	1	100	.0479	.0659	.0758
mc-2	04	1	100	.0393	.0624	.0647
mc-2	01	10	100	.048		.0677
mc-2	07	10	100	.0573		.0764
mc-2	06	10	100	.0587		.1154
mc-2	02	11	100	.1026		.0907
mc-2	03	10	100	.0595	.0506	.0476
mc-2	07	11	100	.0709		.0835
mc-2	08	11	100	.082		.074
mc-2	01	11	100	.0536		.0689
mc-2	10	10	100	.0625	.0724	.1086
mc-2	06	11	100	.0848		.108
mc-2	04	10	100	.0278	.0278	.0451
mc-2	09	10	100	.0525	.0477	.0883
mc-2	05	10	100	.0584	.0584	.0805
mc-2	02	12	100	.0696		.0696
mc-2	08	12	100	.0837		.0861
mc-2	01	12	100	.0385		.0718
mc-2	07	12	100	.063		.0609
mc-2	06	12	100	.0769		.1067
mc-2	03	11	100	.0538	.0856	.0954
mc-2	10	11	100	.0572	.089	.0869
mc-2	04	11	100	.0556	.0671	.081
mc-2	09	11	100	.0596	.0751	.101
mc-2	02	13	100	.0565		.0833
mc-2	05	11	100	.0754	.0733	.0896
mc-2	08	13	100	.0718		.0769
mc-2	01	13	100	.0681		.0962
mc-2	07	13	100	.0346		.0774
mc-2	06	13	100	.0657		.0784
mc-2	02	14	100	.0543		.093
mc-2	03	12	100	.06	.0686	.1029
mc-2	10	12	100	.045	.0727	.0969
mc-2	08	14	100	.0551		.105
mc-2	09	12	100	.0346	.0461	.0778
mc-2	04	12	100	.0542	.066	.0778
mc-2	07	14	100	.0685		.0685
mc-2	01	14	100	.0474		.0891
mc-2	05	12	100	.0836	.0922	.0951
mc-2	06	14	100	.0517		.0876
mc-2	02	15	100	.0716		.0984
mc-2	08	15	100	.0501		.082
mc-2	01	15	100	.0366		.0707
mc-2	07	15	100	.0601		.0882
mc-2	06	15	100	.0625		.0735
mc-2	04	13	100	.0692	.0769	.0769
mc-2	03	13	100	.0686	.0624	.0998
mc-2	10	13	100	.0719	.0801	.0801
mc-2	09	13	100	.0569	.0664	.0782
mc-2	02	16	100	.0687		.0813
mc-2	05	13	100	.0731	.071	.1011
mc-2	08	16	100	.0698		.0748
mc-2	06	16	100	.0735		.0919
mc-2	01	16	100	.0588		.0561
mc-2	07	16	100	.0528		.0508
mc-2	02	17	100	.0566		.0784
mc-2	03	14	100	.0369	.0651	.0824
mc-2	10	14	100	.0625	.0863	.0893
mc-2	04	14	100	.0565	.0774	.0774
mc-2	05	14	100	.0897	.0788	.1168
mc-2	09	14	100	.0439	.0465	.0724
mc-2	08	17	100	.0708		.085
mc-2	06	17	100	.0866		.0866
mc-2	01	17	100	.0507		.0751
mc-2	07	17	100	.0529		.0837
mc-2	02	18	100	.0815		.0875
mc-2	10	15	100	.0627	.0776	.0836
mc-2	08	18	100	.0618		.0787
mc-2	03	15	100	.0582	.0582	.0753
mc-2	05	15	100	.0727	.0827	.1078
mc-2	06	18	100	.0685		.0964
mc-2	01	18	100	.0449		.0868
mc-2	04	15	100	.068	.07	.082
mc-2	07	18	100	.0574		.0846
mc-2	09	15	100	.057	.0464	.0738
mc-2	02	19	100	.0597		.0789
mc-2	08	19	100	.0762		.0733
mc-2	06	19	100	.0652		.1196
mc-2	07	19	100	.0456		.0737
mc-2	10	16	100	.0811	.0811	.1141
mc-2	01	19	100	.0428		.0733
mc-2	03	16	100	.072	.0819	.0744
mc-2	04	16	100	.0517	.0793	.0897
mc-2	05	16	100	.0637	.0684	.0778
mc-2	09	16	100	.0405	.0578	.0491
mc-2	08	2	100	.0458		.0528
mc-2	02	2	100	.0676		.0821
mc-2	06	2	100	.0667		.0807
mc-2	07	2	100	.0702		.0819
mc-2	01	2	100	.0438		.0678
mc-2	10	17	100	.0579	.0823	.0701
mc-2	04	17	100	.0414	.0451	.0639
mc-2	08	20	100	.0657		.0949
mc-2	02	20	100	.0616		.0934
mc-2	03	17	100	.0649	.0832	.1298
mc-2	05	17	100	.0614	.0886	.1159
mc-2	06	20	100	.0553		.0996
mc-2	09	17	100	.0574	.0617	.0936
mc-2	07	20	100	.0597		.0682
mc-2	01	20	100	.059		.118
mc-2	02	21	100	.0663		.1008
mc-2	08	21	100	.0682		.0599
mc-2	10	18	100	.0691	.0667	.0593
mc-2	06	21	100	.0643		.0865
mc-2	07	21	100	.0732		.0892
mc-2	04	18	100	.0628	.0823	.0671
mc-2	01	21	100	.042		.0559
mc-2	03	18	100	.0575	.0575	.0752
mc-2	05	18	100	.069	.0776	.0884
mc-2	09	18	100	.0382	.0425	.0637
mc-2	02	22	100	.0354		.0509
mc-2	08	22	100	.045		.0711
mc-2	06	22	100	.0706		.106
mc-2	10	19	100	.0586	.0621	.0724
mc-2	07	22	100	.0615		.0795
mc-2	01	22	100	.0643		.0874
mc-2	04	19	100	.0554	.0341	.0682
mc-2	03	19	100	.057	.0591	.0759
mc-2	05	19	100	.074	.0919	.0874
mc-2	02	23	100	.0961		.1201
mc-2	08	23	100	.0587		.0765
mc-2	09	19	100	.058	.0635	.0801
mc-2	06	23	100	.05		.0947
mc-2	07	23	100	.0605		.0947
mc-2	01	23	100	.0533		.0832
mc-2	10	2	100	.0493	.0814	.0835
mc-2	08	24	100	.0749		.1066
mc-2	02	24	100	.0816		.0998
mc-2	06	24	100	.0484		.0997
mc-2	04	2	100	.0738	.0553	.0697
mc-2	03	2	100	.0583	.0583	.0694
mc-2	05	2	100	.0827	.0645	.0988
mc-2	01	24	100	.0294		.0882
mc-2	07	3	100	.0601		.0713
mc-2	09	2	100	.0436	.0538	.0744
mc-2	08	25	100	.0535		.087
mc-2	02	3	100	.0899		.1253
mc-2	10	20	100	.0828	.0807	.1035
mc-2	06	3	100	.072		.0771
mc-2	01	3	100	.0559		.0998
mc-2	07	4	100	.07		.0767
mc-2	05	20	100	.0787	.07	.0845
mc-2	03	20	100	.0609	.0737	.0641
mc-2	04	20	100	.0511	.0511	.0787
mc-2	09	20	100	.045	.045	.0571
mc-2	08	3	100	.0662		.0883
mc-2	06	4	100	.0887		.1127
mc-2	02	4	100	.0654		.0879
mc-2	01	4	100	.0581		.1194
mc-2	10	21	100	.0708	.0868	.0731
mc-2	07	5	100	.0365		.0609
mc-2	05	21	100	.0925	.0998	.0925
mc-2	03	21	100	.0345	.0474	.0733
mc-2	08	4	100	.0657		.0949
mc-2	04	21	100	.0477	.0955	.0705
mc-2	06	5	100	.0673		.0889
mc-2	02	5	100	.0665		.0987
mc-2	09	21	100	.0387	.0367	.0448
mc-2	01	5	100	.0475		.0682
mc-2	07	6	100	.0465		.0628
mc-2	10	22	100	.0407	.0857	.0899
mc-2	08	5	100	.0843		.0796
mc-2	02	6	100	.0777		.0852
mc-2	06	6	100	.0654		.1055
mc-2	05	22	100	.0669	.0791	.0892
mc-2	01	6	100	.0569		.09
mc-2	07	7	100	.0541		.0619
mc-2	09	22	100	.0482	.0545	.0818
mc-2	03	22	100	.0668	.0607	.083
mc-2	04	22	100	.0457	.0696	.0815
mc-2	02	7	100	.0662		.0956
mc-2	08	6	100	.0577		.0866
mc-2	06	7	100	.0781		.099
mc-2	10	23	100	.0577	.0897	.0897
mc-2	01	7	100	.0624		.0966
mc-2	07	8	100	.0674		.0943
mc-2	03	23	100	.058	.0435	.1014
mc-2	05	23	100	.0469	.0587	.088
mc-2	02	8	100	.0748		.0717
mc-2	09	23	100	.0474	.0564	.0767
mc-2	08	7	100	.0487		.0779
mc-2	04	23	100	.0478	.0541	.086
mc-2	06	8	100	.0415		.0703
mc-2	01	8	100	.045		.0721
mc-2	07	9	100	.038		.0643
mc-2	10	24	100	.1057	.1086	.1114
mc-2	06	9	100	.0705		.0909
mc-2	02	9	100	.0681		.0845
mc-2	05	3	100	.0637	.0875	.0981
mc-2	08	8	100	.0726		.1037
mc-2	03	3	100	.0721	.0882	.0741
mc-2	09	24	100	.0492	.0459	.0984
mc-2	01	9	100	.0588		.0833
mc-2	04	3	100	.0462	.0462	.0723
mc-2	10	25	100	.059	.0886	.0849
mc-2	08	9	100	.0674		.0824
mc-2	05	4	100	.0603	.0582	.0927
mc-2	09	3	100	.0445	.0582	.0719
mc-2	03	4	100	.0707	.0707	.0788
mc-2	04	4	100	.0585	.0665	.0685
mc-2	10	3	100	.0634	.0659	.0902
mc-2	05	5	100	.075	.0825	.09
mc-2	09	4	100	.0351	.0459	.073
mc-2	03	5	100	.0621	.0559	.0787
mc-2	04	5	100	.0703	.0773	.0867
mc-2	10	4	100	.0654	.0771	.0748
mc-2	05	6	100	.0856	.1065	.096
mc-2	09	5	100	.0562	.0679	.1218
mc-2	04	6	100	.0412	.0467	.0687
mc-2	03	6	100	.0592	.0592	.0846
mc-2	10	5	100	.051	.0777	.0631
mc-2	09	6	100	.0627	.0453	.0976
mc-2	05	7	100	.1013	.104	.0907
mc-2	03	7	100	.056	.0603	.0776
mc-2	04	7	100	.0448	.0704	.0725
mc-2	10	6	100	.0532	.0565	.0664
mc-2	05	8	100	.0967	.1077	.1022
mc-2	09	7	100	.0351	.0496	.0682
mc-2	04	8	100	.0316	.069	.0891
mc-2	03	8	100	.0581	.0481	.0822
mc-2	10	7	100	.069	.0936	.1084
mc-2	05	9	100	.0796	.0701	.0764
mc-2	09	8	100	.0437	.0437	.0668
mc-2	04	9	100	.038	.0485	.0759
mc-2	10	8	100	.0621	.0621	.0931
mc-2	03	9	100	.0519	.0599	.0818
mc-2	09	9	100	.0335	.0412	.0593
mc-2	10	9	100	.068	.088	.086
