0	G000018265	THIRD
0	G000016425	THIRD
13	G000023465	THIRD
16	G000025605	THIRD
9	G000010645	THIRD
3	G000015025	THIRD
11	G000015645	THIRD
1	G000023985	THIRD
16	G000016345	THIRD
0	G000007925	THIRD
10	G000025005	THIRD
6	G000025625	THIRD
0	G000011565	THIRD
0	G000008745	THIRD
1	G000024665	THIRD
5	G000019525	THIRD
16	G000010565	THIRD
3	G000022325	THIRD
7	G000023945	THIRD
2	G000014425	THIRD
10	G000024165	THIRD
7	G000014285	THIRD
0	G000017685	THIRD
1	G000011905	THIRD
2	G000015805	THIRD
0	G000008265	THIRD
0	G000024545	THIRD
7	G000017465	THIRD
3	G000152065	THIRD
14	G000143165	THIRD
1	G000156055	THIRD
21	G000160115	THIRD
1	G000168775	THIRD
2	G000158075	THIRD
0	G000158935	THIRD
0	G000168715	THIRD
11	G000152805	THIRD
11	G000165795	THIRD
15	G000171775	THIRD
1	G000026125	THIRD
0	G000154285	THIRD
0	G000154305	THIRD
0	G000177615	THIRD
23	G000153725	THIRD
6	G000153885	THIRD
0	G000180175	THIRD
0	G000153345	THIRD
0	G000168295	THIRD
2	G000055785	THIRD
6	G000175575	THIRD
11	G000169175	THIRD
0	G000155875	THIRD
0	G000147835	THIRD
7	G000176855	THIRD
5	G000178835	THIRD
1	G000169335	THIRD
0	G000228205	THIRD
1	G000183725	THIRD
10	G000219175	THIRD
0	G000180455	THIRD
6	G000220625	THIRD
1	G000234805	THIRD
4	G000242095	THIRD
20	G000227505	THIRD
0	G000237805	THIRD
14	G000196355	THIRD
6	G000190575	THIRD
16	G000231445	THIRD
0	G000238395	THIRD
0	G000214335	THIRD
2	G000255295	THIRD
12	G000253295	THIRD
16	G000255555	THIRD
6	G000213935	THIRD
15	G000245015	THIRD
0	G000191925	THIRD
0	G000241465	THIRD
20	G000188195	THIRD
3	G000192985	THIRD
1	G000240505	THIRD
0	G000243815	THIRD
0	G000244975	THIRD
0	G000227665	THIRD
0	G000225525	THIRD
2	G000321165	THIRD
9	G000324305	THIRD
8	G000284255	THIRD
2	G000308395	THIRD
13	G000337475	THIRD
5	G000323565	THIRD
10	G000282995	THIRD
2	G000285795	THIRD
1	G000298375	THIRD
0	G000324985	THIRD
1	G000304715	THIRD
0	G000312405	THIRD
1	G000334455	THIRD
4	G000312565	THIRD
0	G000297875	THIRD
1	G000286115	THIRD
4	G000331005	THIRD
2	G000317995	THIRD
8	G000317795	THIRD
0	G000299355	THIRD
7	G000333455	THIRD
1	G000285555	THIRD
0	G000332155	THIRD
4	G000258425	THIRD
1	G000320345	THIRD
1	G000317245	THIRD
4	G000332255	THIRD
24	G000325745	THIRD
2	G000347835	THIRD
0	G000377785	THIRD
0	G000342725	THIRD
16	G000340825	THIRD
0	G000380565	THIRD
6	G000402355	THIRD
1	G000350605	THIRD
0	G000385135	THIRD
0	G000372465	THIRD
2	G000350525	THIRD
1	G000378485	THIRD
10	G000383835	THIRD
8	G000378085	THIRD
3	G000374145	THIRD
0	G000374585	THIRD
9	G000372285	THIRD
4	G000375545	THIRD
14	G000403455	THIRD
0	G000374545	THIRD
0	G000381525	THIRD
4	G000407605	THIRD
2	G000349545	THIRD
0	G000369145	THIRD
1	G000383315	THIRD
0	G000406785	THIRD
14	G000403475	THIRD
2	G000384935	THIRD
1	G000409815	THIRD
4	G000411375	THIRD
0	G000410435	THIRD
2	G000418515	THIRD
1	G000421605	THIRD
0	G000413035	THIRD
22	G000416315	THIRD
0	G000420205	THIRD
0	G000415145	THIRD
3	G000421625	THIRD
0	G000423165	THIRD
0	G000422785	THIRD
2	G000427665	THIRD
10	G000424545	THIRD
7	G000422205	THIRD
0	G000431695	THIRD
1	G000423025	THIRD
17	G000429305	THIRD
5	G000429325	THIRD
0	G000433955	THIRD
1	G000424445	THIRD
6	G000423745	THIRD
14	G000429785	THIRD
1	G000431175	THIRD
14	G000431355	THIRD
13	G000426305	THIRD
0	G000435995	THIRD
19	G000433415	THIRD
0	G000436855	THIRD
0	G000436895	THIRD
7	G000444605	THIRD
5	G000438455	THIRD
5	G000466165	THIRD
0	G000463075	THIRD
16	G000472605	THIRD
4	G000478845	THIRD
12	G000478645	THIRD
2	G000482805	THIRD
0	G000480315	THIRD
18	G000512235	THIRD
17	G000525675	THIRD
14	G000518205	THIRD
0	G000518245	THIRD
16	G000526255	THIRD
1	G000495505	THIRD
3	G000495495	THIRD
8	G000496175	THIRD
16	G000512735	THIRD
11	G000517565	THIRD
0	G000500065	THIRD
8	G000517625	THIRD
3	G000518805	THIRD
6	G000518685	THIRD
5	G000526675	THIRD
2	G000501615	THIRD
9	G000518365	THIRD
0	G000531125	THIRD
5	G000550765	THIRD
0	G000576575	THIRD
1	G000576045	THIRD
0	G000621325	THIRD
7	G000620045	THIRD
0	G000619845	THIRD
0	G000612445	THIRD
6	G000621125	THIRD
6	G000621665	THIRD
1	G000710465	THIRD
1	G000691725	THIRD
0	G000719975	THIRD
3	G000698595	THIRD
2	G000718015	THIRD
4	G000718985	THIRD
0	G000701465	THIRD
0	G000755385	THIRD
2	G000757725	THIRD
0	G000709735	THIRD
0	G000712635	THIRD
1	G000691645	THIRD
2	G000745395	THIRD
6	G000626675	THIRD
18	G000737335	THIRD
2	G000756655	THIRD
0	G000691685	THIRD
9	G000751775	THIRD
3	G000746195	THIRD
6	G000759655	THIRD
6	G000759025	THIRD
0	G000759065	THIRD
3	G000760235	THIRD
0	G000760735	THIRD
4	G000759445	THIRD
2	G000763135	THIRD
0	G000764205	THIRD
1	G000767135	THIRD
0	G000991935	THIRD
0	G000828915	THIRD
4	G000981785	THIRD
0	G000987765	THIRD
0	G000989775	THIRD
1	G000956475	THIRD
0	G000813665	THIRD
1	G000980495	THIRD
0	G000787835	THIRD
14	G000950575	THIRD
2	G000816085	THIRD
1	G000934725	THIRD
2	G000769655	THIRD
1	G000970285	THIRD
0	G000951135	THIRD
2	G000771955	THIRD
0	G000768705	THIRD
18	G000967895	THIRD
22	G000961655	THIRD
1	G000992205	THIRD
0	G000993595	THIRD
1	G000992365	THIRD
0	G000992165	THIRD
0	G000992745	THIRD
1	G000993305	THIRD
0	G000994465	THIRD
0	G000995125	THIRD
0	G000996035	THIRD
0	G000997945	THIRD
0	G001001445	THIRD
0	G001005015	THIRD
2	G001007625	THIRD
0	G001002285	THIRD
1	G001003585	THIRD
0	G000998555	THIRD
1	G001002345	THIRD
0	G000999175	THIRD
0	G001015055	THIRD
1	G001000125	THIRD
4	G001003415	THIRD
8	G001000505	THIRD
1	G001002405	THIRD
0	G001027925	THIRD
5	G001021975	THIRD
6	G001028625	THIRD
0	G001001925	THIRD
13	G001029295	THIRD
2	G001047215	THIRD
1	G001056295	THIRD
14	G001263755	THIRD
18	G001189495	THIRD
0	G001276615	THIRD
4	G001283625	THIRD
14	G001299475	THIRD
0	G001303125	THIRD
11	G001310395	THIRD
3	G001425835	THIRD
0	G001418015	THIRD
0	G001427985	THIRD
1	G001427875	THIRD
2	G001316025	THIRD
0	G001316245	THIRD
2	G001422215	THIRD
1	G001310455	THIRD
0	G001423695	THIRD
0	G001420285	THIRD
0	G001403615	THIRD
2	G001412595	THIRD
8	G001314905	THIRD
0	G001422605	THIRD
5	G001426545	THIRD
0	G001425085	THIRD
0	G001401795	THIRD
1	G001310815	THIRD
0	G001402795	THIRD
0	G001428065	THIRD
5	G001430825	THIRD
5	G001434225	THIRD
2	G001431505	THIRD
6	G001435585	THIRD
2	G001434695	THIRD
0	G001435695	THIRD
9	G001436045	THIRD
7	G001437075	THIRD
6	G001438015	THIRD
19	G001438085	THIRD
1	G001475745	THIRD
5	G001469955	THIRD
1	G001507995	THIRD
0	G001439215	THIRD
2	G001462305	THIRD
13	G001465855	THIRD
18	G001464455	THIRD
1	G001462175	THIRD
2	G001462315	THIRD
3	G001438315	THIRD
15	G001464125	THIRD
0	G001508895	THIRD
0	G001442615	THIRD
0	G001516705	THIRD
9	G001510075	THIRD
14	G001510185	THIRD
0	G001513315	THIRD
3	G001543385	THIRD
0	G001545115	THIRD
1	G001560275	THIRD
0	G001548375	THIRD
0	G001550135	THIRD
1	G001553605	THIRD
8	G001563795	THIRD
0	G001577185	THIRD
3	G001567275	THIRD
2	G001578205	THIRD
8	G001583415	THIRD
11	G001603205	THIRD
0	G001590785	THIRD
0	G001592745	THIRD
0	G001583435	THIRD
9	G001601575	THIRD
0	G001603225	THIRD
16	G001603795	THIRD
1	G001632485	THIRD
1	G001627595	THIRD
4	G001656105	THIRD
0	G001598215	THIRD
0	G001627095	THIRD
19	G001604005	THIRD
14	G001604025	THIRD
15	G001643535	THIRD
2	G001618885	THIRD
12	G001678845	THIRD
0	G001673105	THIRD
1	G001625535	THIRD
2	G001625515	THIRD
3	G001627795	THIRD
0	G001632005	THIRD
2	G001693275	THIRD
0	G001705725	THIRD
0	G001713665	THIRD
0	G001730525	THIRD
5	G001742205	THIRD
8	G001767575	THIRD
0	G001768305	THIRD
10	G001770165	THIRD
1	G001772795	THIRD
1	G001772885	THIRD
3	G001773055	THIRD
0	G001773295	THIRD
1	G001780275	THIRD
1	G001780445	THIRD
1	G001792935	THIRD
11	G001780385	THIRD
0	G001776855	THIRD
1	G001787555	THIRD
0	G001785695	THIRD
0	G001773615	THIRD
1	G001790035	THIRD
0	G001783215	THIRD
1	G001793355	THIRD
0	G001790575	THIRD
0	G001789805	THIRD
0	G001775965	THIRD
2	G001789965	THIRD
0	G001788225	THIRD
3	G001787885	THIRD
17	G001795085	THIRD
0	G001793975	THIRD
0	G001794605	THIRD
11	G001796575	THIRD
13	G001796655	THIRD
17	G001797045	THIRD
16	G001798265	THIRD
1	G001798315	THIRD
0	G001799925	THIRD
18	G001799255	THIRD
13	G001800495	THIRD
0	G001801405	THIRD
17	G001801315	THIRD
25	G001803785	THIRD
0	G001804205	THIRD
1	G001817035	THIRD
20	G001805765	THIRD
2	G001805025	THIRD
1	G001820325	THIRD
0	G001819635	THIRD
0	G001817915	THIRD
0	G001819535	THIRD
2	G001820905	THIRD
0	G001819135	THIRD
1	G001821115	THIRD
0	G001821135	THIRD
3	G001821295	THIRD
0	G001822935	THIRD
1	G001823055	THIRD
19	G001824645	THIRD
0	G001823545	THIRD
1	G001825635	THIRD
18	G001825715	THIRD
15	G001828265	THIRD
0	G001830115	THIRD
1	G001829625	THIRD
1	G001830975	THIRD
3	G001830895	THIRD
1	G001858125	THIRD
3	G001867615	THIRD
5	G001867915	THIRD
3	G001868315	THIRD
0	G001872225	THIRD
16	G001871895	THIRD
3	G001872305	THIRD
3	G001873495	THIRD
3	G001872995	THIRD
15	G001872735	THIRD
0	G001873515	THIRD
2	G001873875	THIRD
0	G001872265	THIRD
0	G001871575	THIRD
10	G001898035	THIRD
0	G001874625	THIRD
1	G001898575	THIRD
0	G001904635	THIRD
16	G001914235	THIRD
0	G001916175	THIRD
1	G001917115	THIRD
21	G001916695	THIRD
1	G001917125	THIRD
20	G001917575	THIRD
0	G001917965	THIRD
0	G001918595	THIRD
0	G001922575	THIRD
0	G001919715	THIRD
3	G001952075	THIRD
1	G001931535	THIRD
1	G001932755	THIRD
8	G001955715	THIRD
0	G001983655	THIRD
0	G002009965	THIRD
17	G001999965	THIRD
2	G002009975	THIRD
5	G002005465	THIRD
0	G002010195	THIRD
12	G002010615	THIRD
0	G002011425	THIRD
1	G002017915	THIRD
2	G002021255	THIRD
21	G002011745	THIRD
1	G002020795	THIRD
2	G002021235	THIRD
8	G900100455	THIRD
0	G900002265	THIRD
1	G900101395	THIRD
10	G900100765	THIRD
0	G900103125	THIRD
6	G900103915	THIRD
0	G900104155	THIRD
0	G900107785	THIRD
0	G900109475	THIRD
0	G900110905	THIRD
0	G900119095	THIRD
0	G900110995	THIRD
2	G900113925	THIRD
16	G900129875	THIRD
23	G900129305	THIRD
4	G900141825	THIRD
2	G900156245	THIRD
5	G900141935	THIRD
0	G900142675	THIRD
7	G000023945	NOTHIRD
0	G000011565	NOTHIRD
3	G000015025	NOTHIRD
0	G000024165	NOTHIRD
0	G000008265	NOTHIRD
1	G000018265	NOTHIRD
6	G000024545	NOTHIRD
1	G000019525	NOTHIRD
1	G000025605	NOTHIRD
0	G000008745	NOTHIRD
1	G000024665	NOTHIRD
1	G000016425	NOTHIRD
2	G000014425	NOTHIRD
1	G000007925	NOTHIRD
8	G000025005	NOTHIRD
2	G000015805	NOTHIRD
1	G000016345	NOTHIRD
4	G000010645	NOTHIRD
0	G000023465	NOTHIRD
4	G000010565	NOTHIRD
0	G000017685	NOTHIRD
2	G000025625	NOTHIRD
9	G000015645	NOTHIRD
3	G000022325	NOTHIRD
1	G000014285	NOTHIRD
1	G000011905	NOTHIRD
2	G000023985	NOTHIRD
0	G000017465	NOTHIRD
6	G000153885	NOTHIRD
0	G000178835	NOTHIRD
0	G000168295	NOTHIRD
4	G000153725	NOTHIRD
0	G000175575	NOTHIRD
0	G000169335	NOTHIRD
0	G000154305	NOTHIRD
0	G000169175	NOTHIRD
0	G000165795	NOTHIRD
3	G000152065	NOTHIRD
9	G000160115	NOTHIRD
1	G000143165	NOTHIRD
0	G000155875	NOTHIRD
0	G000154285	NOTHIRD
1	G000156055	NOTHIRD
0	G000158935	NOTHIRD
11	G000152805	NOTHIRD
1	G000147835	NOTHIRD
0	G000158075	NOTHIRD
1	G000168775	NOTHIRD
0	G000026125	NOTHIRD
0	G000153345	NOTHIRD
0	G000176855	NOTHIRD
2	G000171775	NOTHIRD
0	G000177615	NOTHIRD
0	G000168715	NOTHIRD
0	G000180175	NOTHIRD
0	G000055785	NOTHIRD
1	G000240505	NOTHIRD
12	G000188195	NOTHIRD
2	G000190575	NOTHIRD
5	G000213935	NOTHIRD
0	G000245015	NOTHIRD
0	G000238395	NOTHIRD
0	G000227505	NOTHIRD
0	G000227665	NOTHIRD
0	G000191925	NOTHIRD
0	G000231445	NOTHIRD
0	G000242095	NOTHIRD
0	G000241465	NOTHIRD
0	G000183725	NOTHIRD
0	G000237805	NOTHIRD
3	G000192985	NOTHIRD
0	G000220625	NOTHIRD
1	G000234805	NOTHIRD
1	G000196355	NOTHIRD
2	G000244975	NOTHIRD
0	G000225525	NOTHIRD
7	G000219175	NOTHIRD
1	G000228205	NOTHIRD
1	G000243815	NOTHIRD
1	G000253295	NOTHIRD
1	G000255295	NOTHIRD
4	G000255555	NOTHIRD
0	G000214335	NOTHIRD
0	G000180455	NOTHIRD
1	G000286115	NOTHIRD
1	G000285555	NOTHIRD
1	G000320345	NOTHIRD
0	G000324985	NOTHIRD
1	G000285795	NOTHIRD
7	G000284255	NOTHIRD
5	G000323565	NOTHIRD
1	G000297875	NOTHIRD
0	G000317795	NOTHIRD
4	G000312565	NOTHIRD
0	G000332155	NOTHIRD
1	G000317245	NOTHIRD
2	G000308395	NOTHIRD
1	G000304715	NOTHIRD
2	G000317995	NOTHIRD
3	G000258425	NOTHIRD
6	G000282995	NOTHIRD
1	G000298375	NOTHIRD
7	G000325745	NOTHIRD
3	G000331005	NOTHIRD
0	G000332255	NOTHIRD
0	G000299355	NOTHIRD
0	G000324305	NOTHIRD
2	G000321165	NOTHIRD
0	G000312405	NOTHIRD
6	G000333455	NOTHIRD
1	G000334455	NOTHIRD
8	G000337475	NOTHIRD
0	G000342725	NOTHIRD
13	G000340825	NOTHIRD
4	G000349545	NOTHIRD
1	G000350605	NOTHIRD
1	G000369145	NOTHIRD
9	G000372285	NOTHIRD
2	G000347835	NOTHIRD
8	G000383835	NOTHIRD
0	G000374145	NOTHIRD
0	G000383315	NOTHIRD
0	G000378485	NOTHIRD
0	G000372465	NOTHIRD
0	G000374585	NOTHIRD
2	G000375545	NOTHIRD
0	G000381525	NOTHIRD
3	G000403455	NOTHIRD
1	G000384935	NOTHIRD
0	G000385135	NOTHIRD
2	G000350525	NOTHIRD
7	G000402355	NOTHIRD
3	G000403475	NOTHIRD
0	G000380565	NOTHIRD
0	G000406785	NOTHIRD
4	G000407605	NOTHIRD
0	G000374545	NOTHIRD
7	G000378085	NOTHIRD
1	G000409815	NOTHIRD
0	G000377785	NOTHIRD
3	G000411375	NOTHIRD
1	G000410435	NOTHIRD
1	G000421605	NOTHIRD
0	G000422785	NOTHIRD
0	G000415145	NOTHIRD
2	G000416315	NOTHIRD
0	G000422205	NOTHIRD
0	G000413035	NOTHIRD
0	G000420205	NOTHIRD
2	G000418515	NOTHIRD
1	G000424445	NOTHIRD
2	G000423025	NOTHIRD
0	G000423165	NOTHIRD
1	G000424545	NOTHIRD
1	G000426305	NOTHIRD
1	G000427665	NOTHIRD
3	G000429305	NOTHIRD
6	G000423745	NOTHIRD
3	G000421625	NOTHIRD
2	G000429325	NOTHIRD
1	G000431355	NOTHIRD
0	G000429785	NOTHIRD
0	G000431175	NOTHIRD
0	G000431695	NOTHIRD
13	G000433415	NOTHIRD
0	G000435995	NOTHIRD
0	G000433955	NOTHIRD
0	G000436855	NOTHIRD
0	G000436895	NOTHIRD
0	G000444605	NOTHIRD
0	G000463075	NOTHIRD
5	G000472605	NOTHIRD
0	G000480315	NOTHIRD
2	G000495495	NOTHIRD
1	G000438455	NOTHIRD
1	G000466165	NOTHIRD
3	G000478845	NOTHIRD
0	G000500065	NOTHIRD
0	G000478645	NOTHIRD
14	G000512235	NOTHIRD
0	G000501615	NOTHIRD
8	G000496175	NOTHIRD
1	G000495505	NOTHIRD
0	G000512735	NOTHIRD
10	G000517565	NOTHIRD
3	G000517625	NOTHIRD
0	G000482805	NOTHIRD
0	G000518245	NOTHIRD
10	G000518205	NOTHIRD
6	G000518685	NOTHIRD
2	G000518365	NOTHIRD
1	G000518805	NOTHIRD
0	G000525675	NOTHIRD
0	G000526255	NOTHIRD
5	G000526675	NOTHIRD
0	G000531125	NOTHIRD
0	G000550765	NOTHIRD
1	G000576045	NOTHIRD
0	G000612445	NOTHIRD
0	G000621325	NOTHIRD
0	G000620045	NOTHIRD
0	G000619845	NOTHIRD
0	G000576575	NOTHIRD
0	G000621665	NOTHIRD
0	G000691645	NOTHIRD
0	G000701465	NOTHIRD
1	G000710465	NOTHIRD
5	G000626675	NOTHIRD
1	G000691725	NOTHIRD
1	G000698595	NOTHIRD
1	G000621125	NOTHIRD
0	G000691685	NOTHIRD
0	G000709735	NOTHIRD
0	G000718015	NOTHIRD
1	G000718985	NOTHIRD
2	G000719975	NOTHIRD
0	G000737335	NOTHIRD
9	G000746195	NOTHIRD
0	G000712635	NOTHIRD
0	G000751775	NOTHIRD
0	G000745395	NOTHIRD
0	G000755385	NOTHIRD
2	G000757725	NOTHIRD
1	G000756655	NOTHIRD
6	G000759025	NOTHIRD
1	G000759445	NOTHIRD
2	G000763135	NOTHIRD
0	G000760735	NOTHIRD
1	G000760235	NOTHIRD
0	G000767135	NOTHIRD
0	G000764205	NOTHIRD
2	G000759655	NOTHIRD
2	G000769655	NOTHIRD
2	G000771955	NOTHIRD
0	G000787835	NOTHIRD
2	G000956475	NOTHIRD
0	G000813665	NOTHIRD
0	G000934725	NOTHIRD
0	G000828915	NOTHIRD
2	G000816085	NOTHIRD
0	G000950575	NOTHIRD
0	G000768705	NOTHIRD
0	G000961655	NOTHIRD
0	G000951135	NOTHIRD
3	G000970285	NOTHIRD
0	G000759065	NOTHIRD
0	G000967895	NOTHIRD
4	G000981785	NOTHIRD
1	G000980495	NOTHIRD
1	G000989775	NOTHIRD
0	G000991935	NOTHIRD
0	G000987765	NOTHIRD
0	G000992165	NOTHIRD
1	G000992365	NOTHIRD
0	G000992745	NOTHIRD
1	G000993305	NOTHIRD
0	G000994465	NOTHIRD
1	G000992205	NOTHIRD
0	G000997945	NOTHIRD
1	G000996035	NOTHIRD
0	G000999175	NOTHIRD
0	G000998555	NOTHIRD
0	G001000505	NOTHIRD
0	G001001925	NOTHIRD
0	G000993595	NOTHIRD
1	G001000125	NOTHIRD
1	G001001445	NOTHIRD
3	G001003415	NOTHIRD
1	G001002345	NOTHIRD
1	G001003585	NOTHIRD
1	G001002405	NOTHIRD
0	G001005015	NOTHIRD
2	G001007625	NOTHIRD
0	G000995125	NOTHIRD
5	G001021975	NOTHIRD
0	G001015055	NOTHIRD
0	G001002285	NOTHIRD
0	G001027925	NOTHIRD
0	G001029295	NOTHIRD
6	G001028625	NOTHIRD
2	G001047215	NOTHIRD
3	G001056295	NOTHIRD
2	G001189495	NOTHIRD
0	G001276615	NOTHIRD
8	G001299475	NOTHIRD
1	G001303125	NOTHIRD
8	G001310395	NOTHIRD
1	G001310815	NOTHIRD
4	G001283625	NOTHIRD
14	G001263755	NOTHIRD
5	G001316025	NOTHIRD
0	G001314905	NOTHIRD
0	G001401795	NOTHIRD
0	G001402795	NOTHIRD
2	G001316245	NOTHIRD
0	G001403615	NOTHIRD
0	G001418015	NOTHIRD
1	G001412595	NOTHIRD
2	G001422215	NOTHIRD
1	G001423695	NOTHIRD
0	G001310455	NOTHIRD
0	G001425085	NOTHIRD
2	G001425835	NOTHIRD
2	G001427875	NOTHIRD
5	G001426545	NOTHIRD
0	G001427985	NOTHIRD
0	G001420285	NOTHIRD
1	G001422605	NOTHIRD
0	G001428065	NOTHIRD
0	G001430825	NOTHIRD
1	G001431505	NOTHIRD
0	G001434225	NOTHIRD
2	G001434695	NOTHIRD
0	G001435695	NOTHIRD
6	G001438015	NOTHIRD
3	G001438315	NOTHIRD
1	G001437075	NOTHIRD
0	G001442615	NOTHIRD
0	G001435585	NOTHIRD
0	G001439215	NOTHIRD
2	G001436045	NOTHIRD
1	G001462305	NOTHIRD
1	G001462175	NOTHIRD
0	G001464125	NOTHIRD
2	G001462315	NOTHIRD
0	G001465855	NOTHIRD
14	G001464455	NOTHIRD
1	G001475745	NOTHIRD
0	G001438085	NOTHIRD
5	G001469955	NOTHIRD
1	G001507995	NOTHIRD
0	G001508895	NOTHIRD
2	G001510075	NOTHIRD
3	G001510185	NOTHIRD
0	G001513315	NOTHIRD
0	G001516705	NOTHIRD
3	G001543385	NOTHIRD
0	G001548375	NOTHIRD
0	G001550135	NOTHIRD
1	G001553605	NOTHIRD
1	G001560275	NOTHIRD
8	G001563795	NOTHIRD
2	G001578205	NOTHIRD
0	G001583435	NOTHIRD
0	G001592745	NOTHIRD
0	G001598215	NOTHIRD
3	G001567275	NOTHIRD
0	G001590785	NOTHIRD
12	G001603205	NOTHIRD
0	G001545115	NOTHIRD
0	G001577185	NOTHIRD
8	G001583415	NOTHIRD
0	G001603795	NOTHIRD
0	G001601575	NOTHIRD
15	G001604005	NOTHIRD
8	G001604025	NOTHIRD
2	G001618885	NOTHIRD
1	G001625515	NOTHIRD
0	G001627095	NOTHIRD
1	G001625535	NOTHIRD
0	G001603225	NOTHIRD
1	G001627595	NOTHIRD
1	G001627795	NOTHIRD
0	G001632005	NOTHIRD
1	G001632485	NOTHIRD
15	G001643535	NOTHIRD
3	G001656105	NOTHIRD
2	G001673105	NOTHIRD
2	G001693275	NOTHIRD
0	G001678845	NOTHIRD
0	G001705725	NOTHIRD
0	G001713665	NOTHIRD
3	G001767575	NOTHIRD
0	G001770165	NOTHIRD
1	G001772795	NOTHIRD
1	G001768305	NOTHIRD
5	G001742205	NOTHIRD
1	G001772885	NOTHIRD
3	G001773055	NOTHIRD
0	G001730525	NOTHIRD
0	G001773615	NOTHIRD
0	G001773295	NOTHIRD
0	G001776855	NOTHIRD
0	G001775965	NOTHIRD
1	G001780275	NOTHIRD
11	G001780385	NOTHIRD
0	G001783215	NOTHIRD
1	G001780445	NOTHIRD
0	G001785695	NOTHIRD
1	G001787555	NOTHIRD
0	G001788225	NOTHIRD
3	G001787885	NOTHIRD
0	G001789805	NOTHIRD
2	G001789965	NOTHIRD
1	G001790035	NOTHIRD
0	G001790575	NOTHIRD
1	G001793975	NOTHIRD
1	G001793355	NOTHIRD
0	G001794605	NOTHIRD
0	G001792935	NOTHIRD
0	G001795085	NOTHIRD
1	G001796575	NOTHIRD
1	G001796655	NOTHIRD
1	G001797045	NOTHIRD
1	G001798315	NOTHIRD
0	G001799255	NOTHIRD
9	G001798265	NOTHIRD
0	G001801315	NOTHIRD
2	G001803785	NOTHIRD
0	G001804205	NOTHIRD
10	G001800495	NOTHIRD
0	G001801405	NOTHIRD
0	G001799925	NOTHIRD
1	G001817035	NOTHIRD
1	G001805025	NOTHIRD
0	G001805765	NOTHIRD
0	G001819135	NOTHIRD
0	G001817915	NOTHIRD
0	G001819535	NOTHIRD
0	G001819635	NOTHIRD
1	G001820325	NOTHIRD
2	G001820905	NOTHIRD
0	G001821135	NOTHIRD
1	G001821115	NOTHIRD
0	G001821295	NOTHIRD
0	G001823545	NOTHIRD
0	G001822935	NOTHIRD
1	G001829625	NOTHIRD
1	G001823055	NOTHIRD
1	G001825635	NOTHIRD
0	G001830115	NOTHIRD
0	G001828265	NOTHIRD
1	G001824645	NOTHIRD
3	G001830895	NOTHIRD
1	G001830975	NOTHIRD
1	G001858125	NOTHIRD
5	G001867615	NOTHIRD
5	G001867915	NOTHIRD
0	G001872225	NOTHIRD
0	G001825715	NOTHIRD
2	G001868315	NOTHIRD
0	G001871895	NOTHIRD
0	G001872265	NOTHIRD
3	G001872305	NOTHIRD
6	G001871575	NOTHIRD
1	G001872735	NOTHIRD
2	G001872995	NOTHIRD
2	G001873495	NOTHIRD
0	G001873515	NOTHIRD
2	G001873875	NOTHIRD
0	G001874625	NOTHIRD
0	G001898575	NOTHIRD
1	G001914235	NOTHIRD
1	G001917115	NOTHIRD
0	G001916695	NOTHIRD
0	G001904635	NOTHIRD
1	G001917125	NOTHIRD
0	G001917965	NOTHIRD
0	G001918595	NOTHIRD
0	G001917575	NOTHIRD
8	G001898035	NOTHIRD
0	G001916175	NOTHIRD
0	G001922575	NOTHIRD
0	G001919715	NOTHIRD
1	G001931535	NOTHIRD
5	G001955715	NOTHIRD
0	G001983655	NOTHIRD
0	G001952075	NOTHIRD
2	G001999965	NOTHIRD
2	G002009975	NOTHIRD
0	G002009965	NOTHIRD
1	G001932755	NOTHIRD
0	G002010195	NOTHIRD
2	G002010615	NOTHIRD
1	G002005465	NOTHIRD
0	G002011425	NOTHIRD
14	G002011745	NOTHIRD
2	G002017915	NOTHIRD
0	G002020795	NOTHIRD
0	G002021235	NOTHIRD
0	G900002265	NOTHIRD
2	G002021255	NOTHIRD
1	G900100765	NOTHIRD
0	G900100455	NOTHIRD
1	G900101395	NOTHIRD
1	G900109475	NOTHIRD
1	G900107785	NOTHIRD
1	G900104155	NOTHIRD
0	G900110995	NOTHIRD
1	G900113925	NOTHIRD
0	G900110905	NOTHIRD
0	G900119095	NOTHIRD
16	G900129875	NOTHIRD
4	G900141825	NOTHIRD
0	G900142675	NOTHIRD
1	G900141935	NOTHIRD
2	G900156245	NOTHIRD
0	G900103125	NOTHIRD
0	G900103915	NOTHIRD
0	G900129305	NOTHIRD
